# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.5.3

account::5ba8efeedca7d23d39844af07fe189ee0fa17b799cb85c19ddcab39148250b91::displayname, string, 80094D722E206374656E61
account::5ba8efeedca7d23d39844af07fe189ee0fa17b799cb85c19ddcab39148250b91::email, string, 80126D726374656E613240676D61696C2E636F6D
account::5ba8efeedca7d23d39844af07fe189ee0fa17b799cb85c19ddcab39148250b91::lambdas, string, 8003313030
account::5ba8efeedca7d23d39844af07fe189ee0fa17b799cb85c19ddcab39148250b91::level, string, 800130
account::5ba8efeedca7d23d39844af07fe189ee0fa17b799cb85c19ddcab39148250b91::nickname, string, 80063C6E6F6E653E
account::29f2313bc6b851c09bd1e5fbf6bd1d3ad964ac2680fb3d31cce3d2536eae914d::displayname, offlineplayer, 810475756964800455554944820C6C6561737453696742697473049380F430909808E60B6D6F73745369674269747304CE84713C3E9539BE
account::29f2313bc6b851c09bd1e5fbf6bd1d3ad964ac2680fb3d31cce3d2536eae914d::lambdas, long, 0000000000000000
account::29f2313bc6b851c09bd1e5fbf6bd1d3ad964ac2680fb3d31cce3d2536eae914d::level, long, 0000000000000000
account::57a27c64f6eb03ba7c742de29c4a63624470d4bcc177d90a15596b8b8014f1a4::displayname, offlineplayer, 810475756964800455554944820C6C6561737453696742697473049833AF7C0C567E320B6D6F737453696742697473047060FC8EEA5E3E2F
account::57a27c64f6eb03ba7c742de29c4a63624470d4bcc177d90a15596b8b8014f1a4::lambdas, long, 0000000000000000
account::57a27c64f6eb03ba7c742de29c4a63624470d4bcc177d90a15596b8b8014f1a4::level, long, 0000000000000000
account::22493c62c1d649d273bbbaa727b9326f83aaec857ae8ad28a7f23b43c9ea93b9::displayname, offlineplayer, 810475756964800455554944820C6C65617374536967426974730482FC3481D3DD54980B6D6F737453696742697473042E481869969935E5
account::22493c62c1d649d273bbbaa727b9326f83aaec857ae8ad28a7f23b43c9ea93b9::email, string, 8012736F676C6163656E40676D61696C2E636F6D
account::22493c62c1d649d273bbbaa727b9326f83aaec857ae8ad28a7f23b43c9ea93b9::lambdas, long, 0000000000000000
account::22493c62c1d649d273bbbaa727b9326f83aaec857ae8ad28a7f23b43c9ea93b9::level, long, 0000000000000000
account::22493c62c1d649d273bbbaa727b9326f83aaec857ae8ad28a7f23b43c9ea93b9::nickname, string, 80063C6E6F6E653E
account::88738c4f2db59b97950014d15ebc0d52f0d8592f970a808a195f21a0229a1bc2::displayname, string, 80094D722E206374656E61
account::88738c4f2db59b97950014d15ebc0d52f0d8592f970a808a195f21a0229a1bc2::email, string, 80126D726374656E613240676D61696C2E636F6D
account::88738c4f2db59b97950014d15ebc0d52f0d8592f970a808a195f21a0229a1bc2::lambdas, string, 8003313030
account::88738c4f2db59b97950014d15ebc0d52f0d8592f970a808a195f21a0229a1bc2::level, string, 800130
account::88738c4f2db59b97950014d15ebc0d52f0d8592f970a808a195f21a0229a1bc2::nickname, string, 80063C6E6F6E653E
account::138885daae9682f5e11fb23dab320a4a4cd7cbd9dc23d1505aa039892c22ce11::displayname, string, 80094D722E206374656E61
account::138885daae9682f5e11fb23dab320a4a4cd7cbd9dc23d1505aa039892c22ce11::email, string, 80126D726374656E613240676D61696C2E636F6D
account::138885daae9682f5e11fb23dab320a4a4cd7cbd9dc23d1505aa039892c22ce11::lambdas, string, 8003313030
account::138885daae9682f5e11fb23dab320a4a4cd7cbd9dc23d1505aa039892c22ce11::level, string, 800130
account::138885daae9682f5e11fb23dab320a4a4cd7cbd9dc23d1505aa039892c22ce11::nickname, string, 80063C6E6F6E653E
account::a54c1c1dace0fa270436739a8d7e159e4b86f474ee9f7bb4669ab680653bd168::displayname, offlineplayer, 810475756964800455554944820C6C656173745369674269747304A69F6C426594284B0B6D6F73745369674269747304809A3C56553737A2
account::a54c1c1dace0fa270436739a8d7e159e4b86f474ee9f7bb4669ab680653bd168::lambdas, long, 0000000000000000
account::a54c1c1dace0fa270436739a8d7e159e4b86f474ee9f7bb4669ab680653bd168::level, long, 0000000000000000
account::ad258204a00c288cc09b95c121aad64b4d2714818d9a0a048691a867ac329032::displayname, string, 80094D722E206374656E61
account::ad258204a00c288cc09b95c121aad64b4d2714818d9a0a048691a867ac329032::email, string, 80126D726374656E613240676D61696C2E636F6D
account::ad258204a00c288cc09b95c121aad64b4d2714818d9a0a048691a867ac329032::lambdas, string, 8003313030
account::ad258204a00c288cc09b95c121aad64b4d2714818d9a0a048691a867ac329032::level, string, 800130
account::ad258204a00c288cc09b95c121aad64b4d2714818d9a0a048691a867ac329032::nickname, string, 80063C6E6F6E653E
account::b7ebc521352070983c9cbc7f5b461e69748ef094548d12726ba2db1e9a7d4651::displayname, string, 80094D722E206374656E61
account::b7ebc521352070983c9cbc7f5b461e69748ef094548d12726ba2db1e9a7d4651::email, string, 80126D726374656E613240676D61696C2E636F6D
account::b7ebc521352070983c9cbc7f5b461e69748ef094548d12726ba2db1e9a7d4651::lambdas, string, 8003313030
account::b7ebc521352070983c9cbc7f5b461e69748ef094548d12726ba2db1e9a7d4651::level, string, 800130
account::b7ebc521352070983c9cbc7f5b461e69748ef094548d12726ba2db1e9a7d4651::nickname, string, 80063C6E6F6E653E
account::bdc0cd4e5720add0997387cfdfc4bb623be2faee0d3330d2f8755aeceab34f57::displayname, offlineplayer, 810475756964800455554944820C6C656173745369674269747304A015426857B694320B6D6F73745369674269747304F2BB66331B1B3891
account::bdc0cd4e5720add0997387cfdfc4bb623be2faee0d3330d2f8755aeceab34f57::lambdas, long, 0000000000000000
account::bdc0cd4e5720add0997387cfdfc4bb623be2faee0d3330d2f8755aeceab34f57::level, long, 0000000000000000
account::c0fadb3e51134742e33336165c1c3acd1ca9cddeefcf5be554cbc934065eec34::displayname, offlineplayer, 810475756964800455554944820C6C656173745369674269747304944F8DD5099430900B6D6F7374536967426974730413BF474E31A639BA
account::c0fadb3e51134742e33336165c1c3acd1ca9cddeefcf5be554cbc934065eec34::lambdas, long, 0000000000000000
account::c0fadb3e51134742e33336165c1c3acd1ca9cddeefcf5be554cbc934065eec34::level, long, 0000000000000000
account::c5d319a24d73cdfe0aa45e809149a273b9563d10abbde16c16dc33a027233247::displayname, offlineplayer, 810475756964800455554944820C6C656173745369674269747304AB4D7C927D9411470B6D6F73745369674269747304AE86DBD70C583393
account::c5d319a24d73cdfe0aa45e809149a273b9563d10abbde16c16dc33a027233247::email, string, 80126D726374656E613240676D61696C2E636F6D
account::c5d319a24d73cdfe0aa45e809149a273b9563d10abbde16c16dc33a027233247::lambdas, long, 0000000000000000
account::c5d319a24d73cdfe0aa45e809149a273b9563d10abbde16c16dc33a027233247::level, long, 0000000000000000
account::c5d319a24d73cdfe0aa45e809149a273b9563d10abbde16c16dc33a027233247::nickname, string, 80063C6E6F6E653E
account::c8c639497ee692830243fd24566a5628abe5d4ae6cc05e50a4ef21a1eb95f4ae::displayname, offlineplayer, 810475756964800455554944820C6C656173745369674269747304BFCF2D681064C6080B6D6F7374536967426974730490A0B2E77E093989
account::c8c639497ee692830243fd24566a5628abe5d4ae6cc05e50a4ef21a1eb95f4ae::lambdas, long, 0000000000000000
account::c8c639497ee692830243fd24566a5628abe5d4ae6cc05e50a4ef21a1eb95f4ae::level, long, 0000000000000000
account::cde08efecc65e603e8ed66798d7292b75f6b6abc71e9131b81989d1df3aae796::displayname, offlineplayer, 810475756964800455554944820C6C656173745369674269747304945ECEF9EEC58EFC0B6D6F737453696742697473045A6F48925EC43757
account::cde08efecc65e603e8ed66798d7292b75f6b6abc71e9131b81989d1df3aae796::lambdas, long, 0000000000000000
account::cde08efecc65e603e8ed66798d7292b75f6b6abc71e9131b81989d1df3aae796::level, long, 0000000000000000
account::cfa6eacd500fa8813ca186abc2c8f4160506f6294a64b580ae772bd73e9286de::displayname, string, 80094D722E206374656E61
account::cfa6eacd500fa8813ca186abc2c8f4160506f6294a64b580ae772bd73e9286de::email, string, 80126D726374656E613240676D61696C2E636F6D
account::cfa6eacd500fa8813ca186abc2c8f4160506f6294a64b580ae772bd73e9286de::lambdas, string, 8003313030
account::cfa6eacd500fa8813ca186abc2c8f4160506f6294a64b580ae772bd73e9286de::level, string, 800130
account::cfa6eacd500fa8813ca186abc2c8f4160506f6294a64b580ae772bd73e9286de::nickname, string, 80063C6E6F6E653E
account::cfe383dd8a8b2fc2b8ee7b678ef41fff3efc44b7ed8e7c94cbe78be93625394b::displayname, string, 80094D722E206374656E61
account::cfe383dd8a8b2fc2b8ee7b678ef41fff3efc44b7ed8e7c94cbe78be93625394b::email, string, 80126D726374656E613240676D61696C2E636F6D
account::cfe383dd8a8b2fc2b8ee7b678ef41fff3efc44b7ed8e7c94cbe78be93625394b::lambdas, string, 8003313030
account::cfe383dd8a8b2fc2b8ee7b678ef41fff3efc44b7ed8e7c94cbe78be93625394b::level, string, 800130
account::cfe383dd8a8b2fc2b8ee7b678ef41fff3efc44b7ed8e7c94cbe78be93625394b::nickname, string, 80063C6E6F6E653E
account::e72aa7d9e581b2e4b64d660fccda045ba25bc6b60071e7e740ee54757ab012ef::displayname, offlineplayer, 810475756964800455554944820C6C656173745369674269747304A988CE94884AEFEC0B6D6F737453696742697473042BFA355E43C03CEE
account::e72aa7d9e581b2e4b64d660fccda045ba25bc6b60071e7e740ee54757ab012ef::lambdas, long, 0000000000000000
account::e72aa7d9e581b2e4b64d660fccda045ba25bc6b60071e7e740ee54757ab012ef::level, long, 0000000000000000
account::f47535e63f378369b03b243db9ba540a6c00e5312f4645fbc4360a92c4e532a6::displayname, string, 80094D722E206374656E61
account::f47535e63f378369b03b243db9ba540a6c00e5312f4645fbc4360a92c4e532a6::email, string, 80126D726374656E613240676D61696C2E636F6D
account::f47535e63f378369b03b243db9ba540a6c00e5312f4645fbc4360a92c4e532a6::lambdas, string, 8003313030
account::f47535e63f378369b03b243db9ba540a6c00e5312f4645fbc4360a92c4e532a6::level, string, 800130
account::f47535e63f378369b03b243db9ba540a6c00e5312f4645fbc4360a92c4e532a6::nickname, string, 80063C6E6F6E653E
account::fd6a6f27a3752a0d0ee8124058dcb3fa1e16e42b6eedce23ce864d39132f0b8b::displayname, offlineplayer, 810475756964800455554944820C6C6561737453696742697473049B4D160EEB8AA51A0B6D6F737453696742697473048066DC391E8237AD
account::fd6a6f27a3752a0d0ee8124058dcb3fa1e16e42b6eedce23ce864d39132f0b8b::lambdas, long, 0000000000000000
account::fd6a6f27a3752a0d0ee8124058dcb3fa1e16e42b6eedce23ce864d39132f0b8b::level, long, 0000000000000000
account::ff237b1b294b0bc025b3f0a147c989149dad2235e356f582dff58e92c043f69e::displayname, offlineplayer, 810475756964800455554944820C6C656173745369674269747304A50884F33C4155840B6D6F73745369674269747304CFD5884C0B0F3D22
account::ff237b1b294b0bc025b3f0a147c989149dad2235e356f582dff58e92c043f69e::lambdas, long, 0000000000000000
account::ff237b1b294b0bc025b3f0a147c989149dad2235e356f582dff58e92c043f69e::level, long, 0000000000000000
authorized::21pro12, boolean, 01
authorized::bagelben, boolean, 01
authorized::clever913, boolean, 01
authorized::foxindirt, boolean, 01
authorized::ihebe3un4uki, boolean, 01
authorized::juiipup, boolean, 01
authorized::mal4ik_iz_ada, boolean, 01
authorized::mrctena, boolean, 01
authorized::nainmain, boolean, 01
authorized::nik9play, boolean, 01
authorized::pozitifon500, boolean, 01
authorized::qwertyqwertyqw24, boolean, 01
authorized::ship, boolean, 01
authorized::skrizofficial, boolean, 01
authorized::startop57, boolean, 01
authorized::sunshineua, boolean, 01
authorized::svetlana_1, boolean, 01
authorized::voyaje, boolean, 01
authorized::x_908, boolean, 01
"block::1:-0.5,71.5,7.5::placed", long, 000000000000000D
"block::1:-0.5,71.5,8.5::placed", long, 00000000000000B6
"block::1:-0.5,71.5,9.5::placed", long, 0000000000000177
"block::1:-0.5,71.5,10.5::placed", long, 00000000000002E2
"block::1:-0.5,72.5,7.5::placed", long, 0000000000000307
"block::1:-0.5,72.5,10.5::placed", long, 00000000000002F0
"block::1:-0.5,73.5,30.5::placed", long, 00000000000000D2
"block::1:-1.5,64.5,-11.5::placed", long, 000000000000033A
"block::1:-1.5,65.5,31.5::placed", long, 00000000000002A9
"block::1:-1.5,71.5,-14.5::placed", long, 000000000000008D
"block::1:-1.5,71.5,0.5::placed", long, 00000000000001AE
"block::1:-1.5,71.5,6.5::placed", long, 0000000000000112
"block::1:-1.5,71.5,8.5::placed", long, 00000000000001EB
"block::1:-1.5,72.5,16.5::placed", long, 00000000000002DE
"block::1:-1.5,73.5,-31.5::placed", long, 00000000000003CB
"block::1:-2.5,64.5,14.5::placed", long, 00000000000000F2
"block::1:-2.5,64.5,17.5::placed", long, 0000000000000164
"block::1:-2.5,64.5,21.5::placed", long, 0000000000000302
"block::1:-2.5,65.5,-7.5::placed", long, 00000000000003CC
